feedback,issue,distance,53/150,,1suggestion,,19/50,,2suggestion,,37/100,,,Matching Bug Report,Firefox,Matching Bug Report,Nextcloud,Matching Bug Report,Signal,Matching Bug Report,VLC,,,,Matching?Bug?Report,ALL
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.56544
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.559624
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.572137
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.492552
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.491396
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.478022
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.467837
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.465167
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.545318
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.503658
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.480032
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.630902
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.603627
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.586388
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.665432
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.653765
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.633858
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.493057
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.438005
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.435586
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.60838
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.589398
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.587327
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.545705
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.532419
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.526168
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.525833
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.656425
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.645523
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.61374
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.715655
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.714153
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.712334
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.510235
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.459278
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.454531
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.502171
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.460262
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.499641
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.468782
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.785201
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.779406
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.746546
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.742922
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.731772
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.664412
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.641065
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.642541
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.719827
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.685837
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.669504
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.622223
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.581438
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.56932
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.751013
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.662429
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.656315
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.728435
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.697079
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.683514
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.746008
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.743392
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.737445
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.754773
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.721525
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.696939
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.704801
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.693626
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.690682
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.688675
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.681042
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.828936
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.770709
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.677448
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.666601
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.664595
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.738341
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.737892
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.731292
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.71793
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.702446
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.700114
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.619854
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.607652
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.594109
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.703105
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.733756
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.728626
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.728322
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.62423
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.622679
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.614251
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.680627
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.674479
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.639526
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.606578
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.757595
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.719477
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.703833
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.649766
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.645641
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.644667
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.738999
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.753693
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72113
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.719618
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.64787
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.643827
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.664421
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.658484
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.648226
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.64198
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.627253
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.624703
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.683808
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.638697
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.628536
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.719211
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.688247
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.713424
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.582809
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.648977
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.604871
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.597665
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.561385
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.757145
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.749779
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.749381
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.741624
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.688464
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.683148
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.720574
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.699895
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.699317
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.740537
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.699883
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.699798
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.669195
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.662286
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.646495
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.726563
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.727849
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.71176
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.709923
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.626085
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.606189
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.745302
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.740093
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.738061
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.760312
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.744172
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.794467
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.574264
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.540612
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.523125
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.682324
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.679979
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.666055
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.660978
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.659332
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.698578
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.654582
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.650147
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.718366
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.711599
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.709771
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.694501
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.656455
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.653342
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.646824
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.633538
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.689591
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.657053
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.632847
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.710211
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.702712
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.595822
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.566936
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.560192
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.801132
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.506498
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.494996
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.619348
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.612857
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.603542
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.778215
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.771879
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.721384
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.693988
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.689544
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.676189
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.656553
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.650873
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.646677
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.582178
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.570175
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.556794
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.69973
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.674676
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.677166
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.667493
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.653889
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.652396
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.622993
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.711606
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.675208
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.673997
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.634682
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.620976
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.60398
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.60078
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.775128
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.774837
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.759115
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.597918
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.596932
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.593075
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.622931
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.608953
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.607663
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.659429
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.661485
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.646252
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.643243
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.731178
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.711007
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.652339
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.635747
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.627575
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.703404
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.695859
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.689371
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.726086
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.658286
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.673536
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.62003
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.619323
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.675265
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.674978
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.673448
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.723414
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.681799
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.68003
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.654801
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.652439
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.606197
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.593727
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.784946
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.779944
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.651028
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.644687
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.638659
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.694776
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.678699
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.675434
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.640447
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.62146
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.620393
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.632087
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.629322
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.743576
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.727853
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72133
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.681593
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.667367
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.725817
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.669028
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.636843
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.631782
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72115
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.711378
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.696732
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.691777
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.690173
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.655046
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.653058
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.639898
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.689291
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.661091
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.658262
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.658431
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.650916
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.770979
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.754074
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.67314
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.650052
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.587211
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.559056
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.741703
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.724951
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.711711
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.761176
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73138
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.645018
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.636382
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.635906
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.722553
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.719313
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.678735
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.749702
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.741105
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.687447
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.683417
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.644772
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.653321
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.56905
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.698222
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.697772
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.680708
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.697247
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.687984
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.676617
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.687197
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.683081
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.637652
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.734615
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.698245
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.767521
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.678308
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.664929
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.656459
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73993
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.678265
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.663177
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.702585
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.693503
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.686668
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.723112
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.718112
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.713439
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.714138
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.703762
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.777343
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.646829
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.562084
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.778884
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.774218
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72389
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.694412
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.681572
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.715715
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.69249
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.690511
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.678064
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.676771
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.656095
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.714411
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.682426
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.680548
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.650247
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.643602
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.748365
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.741128
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.556382
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.553019
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.705628
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.704169
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.695216
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.692736
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.676901
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.658222
