feedback,issue,distance,,23/150,,,,,,,,,17/100,,,Matching Bug Result,Firefox,Matching Bug Result,Nextcloud,Matching Bug Result,Signal,Matching Bug Result,VLC,Matching Bug Result,TOTAL
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF","File-save tabs remain open after download starts, creates duplicate download whenever tab reactivated",[0.75066394],0,,,,,,,,,,,,,FALSE,0.75066394,FALSE,0.76156056,FALSE,0.7098141,FALSE,0.7640793,FALSE,0.84466445
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF","After latest update,  clicking on a top sites icon only opens if clicked twice",[0.74008644],0,,,,,,,,,,,,,FALSE,0.74008644,FALSE,0.74175775,FALSE,0.7503469,FALSE,0.730896,FALSE,0.83863664
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF","""Download & Install"" only works when I manually trigger it from About Nightly page",[0.73392224],0,,,,,,,,,,,,,FALSE,0.73392224,FALSE,0.7274281,FALSE,0.73578674,FALSE,0.72489756,FALSE,0.831921
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82441795
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8234498
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8360183
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81448984
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8107068
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79698217
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78826493
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7784604
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8102882
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8009095
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7899862
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8006086
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72621936
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7178967
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8063672
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8637895
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85221934
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8440298
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7951081
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78804517
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78315514
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8540969
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.84980005
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8419471
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8633344
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8470971
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8457737
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.88805854
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8589835
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.83961844
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.89263475
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.88723004
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8847439
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8141973
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80959094
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80055654
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8299564
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.89083266
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.889068
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.88332283
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78399855
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76901597
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81139815
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8001213
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79036844
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7653441
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7458941
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74296755
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.784587
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.778907
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.774463
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.86992276
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8693018
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8674152
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8708521
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85884553
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.846565
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74685407
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7369828
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8339422
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7794521
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7784399
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77993304
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77429783
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.70836186
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.70462203
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6957242
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82978904
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8289688
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82822233
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.87019134
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85146415
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.84107906
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8200233
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81798935
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8022407
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85985243
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85399854
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8498771
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75066394
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74008644
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73392224
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8108754
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80925727
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7925657
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.767033
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7561376
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7450168
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.736696
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76477027
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7333847
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73678344
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.717762
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7131891
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80362034
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7974903
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85813594
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81419384
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74996495
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.748964
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8172097
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7855766
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74534845
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74326694
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7241742
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8346311
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.83100426
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8258683
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.88147455
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.83234644
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8224702
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73588264
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73121274
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7592611
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7500781
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7371665
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7933414
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76037216
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75234306
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7907204
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78384876
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80018526
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79819113
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7769774
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.92604595
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76100254
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.69397503
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.64789826
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.64623314
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.5921125
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8141664
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8125284
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80863845
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.83938825
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80778134
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7931721
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7586096
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72492874
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.71496975
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.62457883
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6187221
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6162783
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76271445
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7409758
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73743576
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8100657
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7796407
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77869844
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85113263
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82894194
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8107617
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82395506
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7737334
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76652956
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7175833
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7879698
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76360404
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8358617
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.83263505
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8283477
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8004468
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78582096
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76581997
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.71085685
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7044301
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.69673353
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8109878
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7609781
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8191939
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7999233
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77760214
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79686975
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79350567
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7827116
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75091386
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7445897
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7423269
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.85853046
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8332063
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82415557
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79931784
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73252344
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.803215
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.801388
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7832815
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7901135
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7658072
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7637094
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8050367
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7685683
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7622352
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7649882
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75008
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7931072
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78983086
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7754649
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75891364
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7483949
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8119871
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7562472
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7383749
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76156056
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74175775
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7274281
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81069565
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80782545
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79322284
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73717314
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7944573
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7819573
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77288806
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8410134
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8391046
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.837356
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82834995
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8104422
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8096201
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78678703
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77307916
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77216625
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7822124
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75984037
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7555243
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.71291375
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80269116
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.789413
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7599657
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8621334
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8351128
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8281478
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81115896
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80684614
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82653695
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7985018
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74276173
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76082295
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7540438
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75897616
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7513621
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7379925
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81635
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7713314
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75838387
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74804825
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7839618
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7823335
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8376111
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.79329556
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7643119
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73084474
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8278742
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7950902
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80539095
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78342664
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7900415
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77881736
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7997011
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.786656
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7808037
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77939355
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77171254
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7365017
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77659184
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7625494
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76588005
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7451432
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74251413
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.86754984
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8650221
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.86320037
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7280737
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7139982
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8400246
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8139837
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.83416426
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8309875
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8268169
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7586586
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.75192696
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73862493
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81362414
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8109076
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8108261
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7776916
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73699045
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73466384
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.70334494
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.692597
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6844207
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.840908
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.83610225
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8346746
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7998177
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7989743
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.691694
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6835056
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7786289
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8243599
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.82309747
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.80940235
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7802556
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7636996
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7415354
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7337763
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.729313
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72721326
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.876132
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8728112
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.86265457
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7203109
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.71278
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.69401485
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8606545
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8582337
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8366935
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6922548
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.68279195
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.67668295
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7889305
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78651834
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78619725
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7967683
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7141975
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7098141
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7503469
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73578674
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7269925
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6585368
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.65402913
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.63959765
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.54978794
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74913734
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74106324
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7403945
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.70985055
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74625474
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.71586305
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7014377
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7084947
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.69503486
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.68572956
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6542089
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6496879
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6490867
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.60881495
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.60528934
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.72134066
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6768306
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6697917
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73769367
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.73638445
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7208849
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.8176099
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.81343687
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.70046103
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.67189515
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6716785
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7076584
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6967443
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.64443195
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.62868655
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6175727
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.607607
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.65600824
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.650954
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.6273591
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7815095
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7174537
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.78876764
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7835549
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7827646
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7638689
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.74541247
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7150668
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7138884
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7132318
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.70631236
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7056519
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.7037842
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.77940714
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.76642615
